gene:ENSDARG00000099104	5620
gene:ENSDARG00000102407	4552
gene:ENSDARG00000102097	4674
gene:ENSDARG00000099319	1671
gene:ENSDARG00000099640	6641
gene:ENSDARG00000104071	2640
gene:ENSDARG00000102746	5253
gene:ENSDARG00000103929	5409
gene:ENSDARG00000101073	4039
gene:ENSDARG00000100223	5819
gene:ENSDARG00000100782	9349
gene:ENSDARG00000034862	5287
gene:ENSDARG00000075827	6830
gene:ENSDARG00000088581	6567
gene:ENSDARG00000076900	7715
gene:ENSDARG00000013802	5557
gene:ENSDARG00000096578	9606
gene:ENSDARG00000109848	40703
gene:ENSDARG00000100181	5676
gene:ENSDARG00000029936	7119
gene:ENSDARG00000041589	5915
gene:ENSDARG00000041592	6731
gene:ENSDARG00000075108	6614
gene:ENSDARG00000016304	16558
gene:ENSDARG00000058803	13063
gene:ENSDARG00000063385	36019
gene:ENSDARG00000007804	25662
gene:ENSDARG00000068261	10875
gene:ENSDARG00000063371	53814
gene:ENSDARG00000078751	24891
gene:ENSDARG00000078878	7851
gene:ENSDARG00000016343	5146
gene:ENSDARG00000023678	20196
gene:ENSDARG00000011299	11324
gene:ENSDARG00000041575	4902
gene:ENSDARG00000058962	4091
gene:ENSDARG00000089799	5581
gene:ENSDARG00000075325	8042
gene:ENSDARG00000041570	58566
gene:ENSDARG00000113329	5986
gene:ENSDARG00000058996	13664
gene:ENSDARG00000014313	4557
gene:ENSDARG00000104279	39074
gene:ENSDARG00000103783	11313
gene:ENSDARG00000103519	7954
gene:ENSDARG00000100307	22889
gene:ENSDARG00000101089	39348
gene:ENSDARG00000115421	9345
gene:ENSDARG00000087646	39372
gene:ENSDARG00000067781	14522
gene:ENSDARG00000099108	12406
gene:ENSDARG00000001870	16385
gene:ENSDARG00000002791	81232
gene:ENSDARG00000007739	7476
gene:ENSDARG00000039131	10367
gene:ENSDARG00000040252	11941
gene:ENSDARG00000089477	57262
gene:ENSDARG00000093102	3112
gene:ENSDARG00000095102	6963
gene:ENSDARG00000040250	7287
gene:ENSDARG00000075505	59327
gene:ENSDARG00000010376	2016
gene:ENSDARG00000033684	3553
gene:ENSDARG00000040247	990
gene:ENSDARG00000078743	1017
gene:ENSDARG00000018460	116321
gene:ENSDARG00000040246	17757
gene:ENSDARG00000040245	39147
gene:ENSDARG00000074381	142253
gene:ENSDARG00000095179	2618
gene:ENSDARG00000070579	6190
gene:ENSDARG00000038248	3035
gene:ENSDARG00000070581	3453
gene:ENSDARG00000103156	323064
gene:ENSDARG00000103647	194802
gene:ENSDARG00000098769	52592
gene:ENSDARG00000078308	4103
gene:ENSDARG00000033928	40303
gene:ENSDARG00000031164	16641
gene:ENSDARG00000037777	11823
gene:ENSDARG00000016706	66741
gene:ENSDARG00000030350	5726
gene:ENSDARG00000006526	38938
gene:ENSDARG00000077688	11425
gene:ENSDARG00000096546	139571
gene:ENSDARG00000092671	230329
gene:ENSDARG00000113935	17315
gene:ENSDARG00000063297	23434
gene:ENSDARG00000027078	10399
gene:ENSDARG00000017537	13948
gene:ENSDARG00000063270	20770
gene:ENSDARG00000018008	6654
gene:ENSDARG00000074031	18486
gene:ENSDARG00000043247	28241
gene:ENSDARG00000113848	21988
gene:ENSDARG00000063253	9008
gene:ENSDARG00000073857	90834
gene:ENSDARG00000070558	5920
gene:ENSDARG00000025754	17595
gene:ENSDARG00000063207	108116
gene:ENSDARG00000090408	258940
gene:ENSDARG00000013741	22268
gene:ENSDARG00000017441	15555
gene:ENSDARG00000037713	4258
gene:ENSDARG00000021688	7866
gene:ENSDARG00000004953	29384
gene:ENSDARG00000074050	27752
gene:ENSDARG00000018319	11286
gene:ENSDARG00000098730	4045
gene:ENSDARG00000079779	46469
gene:ENSDARG00000089090	8781
gene:ENSDARG00000093857	5724
gene:ENSDARG00000095309	3245
gene:ENSDARG00000095673	4161
gene:ENSDARG00000099359	5667
gene:ENSDARG00000092361	11494
gene:ENSDARG00000103767	1263
gene:ENSDARG00000075791	6797
gene:ENSDARG00000107486	11042
gene:ENSDARG00000029720	3521
gene:ENSDARG00000100166	79176
gene:ENSDARG00000074212	52606
gene:ENSDARG00000062929	13461
gene:ENSDARG00000022668	27079
gene:ENSDARG00000099708	99102
gene:ENSDARG00000025034	12779
gene:ENSDARG00000078474	65160
